track_name,name_of_artists,album_name,album_release_date,number_of_tracks_in_album,track_duration_ms,track_popularity
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,93
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,98
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,90
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,98
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,94
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,97
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,1,215466,93
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,95
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,96
Like Crazy,['Jimin'],FACE,2023-03-24,6,212241,96
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,93
Last Night,['Morgan Wallen'],One Thing At A Time,2023-03-03,36,163854,90
Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,22,239317,83
MOJABI GHOST,"['Tainy', 'Bad Bunny']",DATA,2023-06-29,19,232131,94
Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,15,221520,95
Cool With You,['NewJeans'],NewJeans 2nd EP 'Get Up',2023-07-21,6,147880,85
Rush,['Troye Sivan'],Rush,2023-07-13,1,156391,89
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,94
TULUM,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,17,209415,92
Anti-Hero,['Taylor Swift'],Midnights,2022-10-21,13,200690,95
Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,2019-09-06,17,157560,88
Blank Space,['Taylor Swift'],1989,2014-10-27,13,231826,84
Die For You (with Ariana Grande) - Remix,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,21,232857,88
See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,14,180386,95
I'm Good (Blue),"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,2,175238,95
Style,['Taylor Swift'],1989,2014-10-27,13,231000,83
Die For You,['The Weeknd'],Starboy,2016-11-24,18,260253,91
"Peso Pluma: Bzrp Music Sessions, Vol. 55","['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,1,188361,96
New Jeans,['NewJeans'],NewJeans 'Super Shy',2023-07-07,2,108986,89
TQG,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,17,197933,94
I Ain't Worried,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,1,148485,94
(It Goes Like) Nanana - Edit,['Peggy Gou'],(It Goes Like) Nanana [Edit],2023-06-15,1,231545,92
Angels Like You,['Miley Cyrus'],Plastic Hearts,2020-11-27,15,196453,94
ETA,['NewJeans'],NewJeans 2nd EP 'Get Up',2023-07-21,6,151373,84
Starboy,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,18,230453,94
Seven (feat. Latto) (Explicit Ver.),"['Jung Kook', 'Latto']",Seven (feat. Latto),2023-07-14,3,184400,99
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,99
"What Was I Made For? [From The Motion Picture ""Barbie""]",['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,1,222369,93
Barbie World (with Aqua) [From Barbie The Album],"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,1,109750,93
Dance The Night (From Barbie The Album),['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,1,176579,95
vampire,['Olivia Rodrigo'],vampire,2023-06-30,1,219724,98
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,100
K-POP,"['Travis Scott', 'Bad Bunny', 'The Weeknd']",K-POP (Chopped & Screwed),2023-07-18,4,185220,53
Columbia,['Quevedo'],Columbia,2023-07-07,1,186000,95
fukumean,['Gunna'],a Gift & a Curse,2023-06-16,15,125040,96
Super Shy,['NewJeans'],NewJeans 'Super Shy',2023-07-07,2,154666,94
Sprinter,"['Dave', 'Central Cee']",Sprinter,2023-06-01,1,229133,97
WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,2023-05-18,1,231704,99
Daylight,['David Kushner'],Daylight,2023-04-14,1,212953,98
Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,16,165671,92
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,98
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,90
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,93
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,94
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,98
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,97
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,1,215466,93
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,96
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,95
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,93
Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,22,239317,83
BESO,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,3,194543,94
Last Night,['Morgan Wallen'],One Thing At A Time,2023-03-03,36,163854,90
Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,15,221520,95
MOJABI GHOST,"['Tainy', 'Bad Bunny']",DATA,2023-06-29,19,232131,94
Like Crazy,['Jimin'],FACE,2023-03-24,6,212241,96
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,94
Rush,['Troye Sivan'],Rush,2023-07-13,1,156391,89
Anti-Hero,['Taylor Swift'],Midnights,2022-10-21,13,200690,95
Die For You (with Ariana Grande) - Remix,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,21,232857,88
I'm Good (Blue),"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,2,175238,95
Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,2019-09-06,17,157560,88
Blank Space,['Taylor Swift'],1989,2014-10-27,13,231826,84
TULUM,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,17,209415,92
(It Goes Like) Nanana - Edit,['Peggy Gou'],(It Goes Like) Nanana [Edit],2023-06-15,1,231545,92
I Ain't Worried,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,1,148485,94
TQG,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,17,197933,94
"Peso Pluma: Bzrp Music Sessions, Vol. 55","['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,1,188361,96
See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,14,180386,95
Style,['Taylor Swift'],1989,2014-10-27,13,231000,83
Cool With You,['NewJeans'],NewJeans 2nd EP 'Get Up',2023-07-21,6,147880,86
Die For You,['The Weeknd'],Starboy,2016-11-24,18,260253,91
Angels Like You,['Miley Cyrus'],Plastic Hearts,2020-11-27,15,196453,94
Speed Drive (From Barbie The Album),['Charli XCX'],Speed Drive (From Barbie The Album),2023-06-29,1,117809,85
Los del Espacio,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,1,338000,95
Seven (feat. Latto) (Explicit Ver.),"['Jung Kook', 'Latto']",Seven (feat. Latto),2023-07-14,3,184400,99
"What Was I Made For? [From The Motion Picture ""Barbie""]",['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,1,222369,94
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,99
Barbie World (with Aqua) [From Barbie The Album],"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,1,109750,93
Dance The Night (From Barbie The Album),['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,1,176579,96
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,100
vampire,['Olivia Rodrigo'],vampire,2023-06-30,1,219724,99
Columbia,['Quevedo'],Columbia,2023-07-07,1,186000,95
fukumean,['Gunna'],a Gift & a Curse,2023-06-16,15,125040,96
K-POP,"['Travis Scott', 'Bad Bunny', 'The Weeknd']",K-POP,2023-07-21,1,185220,91
Super Shy,['NewJeans'],NewJeans 'Super Shy',2023-07-07,2,154666,94
Sprinter,"['Dave', 'Central Cee']",Sprinter,2023-06-01,1,229133,97
WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,2023-05-18,1,231704,99
Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,16,165671,92
Daylight,['David Kushner'],Daylight,2023-04-14,1,212953,98
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,98
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,90
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,93
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,98
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,94
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,97
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,96
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,1,215466,93
BESO,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,3,194543,94
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,95
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,94
Nothing Compares 2 U,"[""Sinéad O'Connor""]",I Do Not Want What I Haven't Got,1990-07-01,10,280040,78
Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,22,239317,83
Anti-Hero,['Taylor Swift'],Midnights,2022-10-21,13,200690,95
Like Crazy,['Jimin'],FACE,2023-03-24,6,212241,96
Last Night,['Morgan Wallen'],One Thing At A Time,2023-03-03,36,163854,90
Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,15,221520,95
MOJABI GHOST,"['Tainy', 'Bad Bunny']",DATA,2023-06-29,19,232131,94
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,94
Blank Space,['Taylor Swift'],1989,2014-10-27,13,231826,84
I'm Good (Blue),"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,2,175238,95
Speed Drive (From Barbie The Album),['Charli XCX'],Speed Drive (From Barbie The Album),2023-06-29,1,117809,85
Style,['Taylor Swift'],1989,2014-10-27,13,231000,83
(It Goes Like) Nanana - Edit,['Peggy Gou'],(It Goes Like) Nanana [Edit],2023-06-15,1,231545,92
Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,2019-09-06,17,157560,88
TULUM,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,17,209415,92
Die For You (with Ariana Grande) - Remix,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,21,232857,88
I Ain't Worried,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,1,148485,94
Rush,['Troye Sivan'],Rush,2023-07-13,1,156391,89
Die For You,['The Weeknd'],Starboy,2016-11-24,18,260253,91
"Peso Pluma: Bzrp Music Sessions, Vol. 55","['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,1,188361,96
Angels Like You,['Miley Cyrus'],Plastic Hearts,2020-11-27,15,196453,94
See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,14,180386,95
TQG,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,17,197933,94
Los del Espacio,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,1,338000,94
HYAENA,['Travis Scott'],UTOPIA,2023-07-28,19,222085,85
Seven (feat. Latto) (Explicit Ver.),"['Jung Kook', 'Latto']",Seven (feat. Latto),2023-07-14,3,184400,99
MELTDOWN,['Travis Scott'],UTOPIA,2023-07-28,19,246133,84
FE!N,['Travis Scott'],UTOPIA,2023-07-28,19,191700,84
THANK GOD,['Travis Scott'],UTOPIA,2023-07-28,19,184888,84
MODERN JAM,['Travis Scott'],UTOPIA,2023-07-28,19,255412,83
MY EYES,['Travis Scott'],UTOPIA,2023-07-28,19,251249,83
DELRESTO (ECHOES),['Travis Scott'],UTOPIA,2023-07-28,19,274137,82
SIRENS,['Travis Scott'],UTOPIA,2023-07-28,19,204447,82
GOD'S COUNTRY,['Travis Scott'],UTOPIA,2023-07-28,19,127991,82
K-POP,"['Travis Scott', 'Bad Bunny', 'The Weeknd']",K-POP,2023-07-21,1,185220,91
I KNOW ?,['Travis Scott'],UTOPIA,2023-07-28,19,211582,82
TOPIA TWINS,['Travis Scott'],UTOPIA,2023-07-28,19,223173,82
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,99
"What Was I Made For? [From The Motion Picture ""Barbie""]",['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,1,222369,94
CIRCUS MAXIMUS,['Travis Scott'],UTOPIA,2023-07-28,19,258842,80
Barbie World (with Aqua) [From Barbie The Album],"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,1,109750,93
SKITZO,['Travis Scott'],UTOPIA,2023-07-28,19,366592,80
Dance The Night (From Barbie The Album),['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,1,176579,96
TELEKINESIS,['Travis Scott'],UTOPIA,2023-07-28,19,353754,80
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,100
LOST FOREVER,['Travis Scott'],UTOPIA,2023-07-28,19,163071,79
vampire,['Olivia Rodrigo'],vampire,2023-06-30,1,219724,99
PARASAIL,['Travis Scott'],UTOPIA,2023-07-28,19,154964,79
Columbia,['Quevedo'],Columbia,2023-07-07,1,186000,96
TIL FURTHER NOTICE,['Travis Scott'],UTOPIA,2023-07-28,19,314836,79
LOOOVE,['Travis Scott'],UTOPIA,2023-07-28,19,226715,79
Super Shy,['NewJeans'],NewJeans 'Super Shy',2023-07-07,2,154666,95
fukumean,['Gunna'],a Gift & a Curse,2023-06-16,15,125040,96
Sprinter,"['Dave', 'Central Cee']",Sprinter,2023-06-01,1,229133,97
WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,2023-05-18,1,231704,99
Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,16,165671,92
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,98
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,90
Daylight,['David Kushner'],Daylight,2023-04-14,1,212953,98
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,98
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,93
Chemical,['Post Malone'],Chemical,2023-04-14,1,184013,91
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,94
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,97
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,96
Enough Is Enough,['Post Malone'],AUSTIN,2023-07-28,17,165175,46
BESO,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,3,194543,94
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,1,215466,93
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,94
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,95
Last Night,['Morgan Wallen'],One Thing At A Time,2023-03-03,36,163854,90
(It Goes Like) Nanana - Edit,['Peggy Gou'],(It Goes Like) Nanana [Edit],2023-06-15,1,231545,92
Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,22,239317,83
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,94
Seven (feat. Latto) (Explicit Ver.),"['Jung Kook', 'Latto']",Seven (feat. Latto),2023-07-14,3,184400,100
MELTDOWN,['Travis Scott'],UTOPIA,2023-07-28,19,246133,84
FE!N,['Travis Scott'],UTOPIA,2023-07-28,19,191700,84
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,99
K-POP,"['Travis Scott', 'Bad Bunny', 'The Weeknd']",K-POP,2023-07-21,1,185220,92
"What Was I Made For? [From The Motion Picture ""Barbie""]",['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,1,222369,95
HYAENA,['Travis Scott'],UTOPIA,2023-07-28,19,222085,85
Dance The Night (From Barbie The Album),['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,1,176579,96
Barbie World (with Aqua) [From Barbie The Album],"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,1,109750,94
THANK GOD,['Travis Scott'],UTOPIA,2023-07-28,19,184888,84
I KNOW ?,['Travis Scott'],UTOPIA,2023-07-28,19,211582,82
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,99
MY EYES,['Travis Scott'],UTOPIA,2023-07-28,19,251249,83
TOPIA TWINS,['Travis Scott'],UTOPIA,2023-07-28,19,223173,82
Columbia,['Quevedo'],Columbia,2023-07-07,1,186000,96
vampire,['Olivia Rodrigo'],vampire,2023-06-30,1,219724,99
MODERN JAM,['Travis Scott'],UTOPIA,2023-07-28,19,255412,83
DELRESTO (ECHOES),['Travis Scott'],UTOPIA,2023-07-28,19,274137,82
SIRENS,['Travis Scott'],UTOPIA,2023-07-28,19,204447,82
GOD'S COUNTRY,['Travis Scott'],UTOPIA,2023-07-28,19,127991,82
TELEKINESIS,['Travis Scott'],UTOPIA,2023-07-28,19,353754,80
fukumean,['Gunna'],a Gift & a Curse,2023-06-16,15,125040,96
Super Shy,['NewJeans'],NewJeans 'Super Shy',2023-07-07,2,154666,95
Sprinter,"['Dave', 'Central Cee']",Sprinter,2023-06-01,1,229133,97
WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,2023-05-18,1,231704,99
CIRCUS MAXIMUS,['Travis Scott'],UTOPIA,2023-07-28,19,258842,80
SKITZO,['Travis Scott'],UTOPIA,2023-07-28,19,366592,80
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,98
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,98
Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,16,165671,92
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,90
TIL FURTHER NOTICE,['Travis Scott'],UTOPIA,2023-07-28,19,314836,79
Daylight,['David Kushner'],Daylight,2023-04-14,1,212953,98
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,93
LOST FOREVER,['Travis Scott'],UTOPIA,2023-07-28,19,163071,79
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,94
LOOOVE,['Travis Scott'],UTOPIA,2023-07-28,19,226715,79
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,94
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,96
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,97
PARASAIL,['Travis Scott'],UTOPIA,2023-07-28,19,154964,79
BESO,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,3,194543,94
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,95
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,1,215466,93
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,94
TULUM,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,17,209415,92
Chemical,['Post Malone'],Chemical,2023-04-14,1,184013,91
(It Goes Like) Nanana - Edit,['Peggy Gou'],(It Goes Like) Nanana [Edit],2023-06-15,1,231545,92
Last Night,['Morgan Wallen'],One Thing At A Time,2023-03-03,36,163854,90
Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,22,239317,83
Seven (feat. Latto) (Explicit Ver.),"['Jung Kook', 'Latto']",Seven (feat. Latto),2023-07-14,3,184400,100
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,99
"What Was I Made For? [From The Motion Picture ""Barbie""]",['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,1,222369,95
MELTDOWN,['Travis Scott'],UTOPIA,2023-07-28,19,246133,89
FE!N,['Travis Scott'],UTOPIA,2023-07-28,19,191700,89
K-POP,"['Travis Scott', 'Bad Bunny', 'The Weeknd']",K-POP,2023-07-21,1,185220,92
Barbie World (with Aqua) [From Barbie The Album],"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,1,109750,94
Dance The Night (From Barbie The Album),['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,1,176579,96
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,99
vampire,['Olivia Rodrigo'],vampire,2023-06-30,1,219724,98
Columbia,['Quevedo'],Columbia,2023-07-07,1,186000,96
I KNOW ?,['Travis Scott'],UTOPIA,2023-07-28,19,211582,87
HYAENA,['Travis Scott'],UTOPIA,2023-07-28,19,222085,88
Super Shy,['NewJeans'],NewJeans 'Super Shy',2023-07-07,2,154666,95
fukumean,['Gunna'],a Gift & a Curse,2023-06-16,15,125040,96
THANK GOD,['Travis Scott'],UTOPIA,2023-07-28,19,184888,88
MY EYES,['Travis Scott'],UTOPIA,2023-07-28,19,251249,87
TOPIA TWINS,['Travis Scott'],UTOPIA,2023-07-28,19,223173,86
Sprinter,"['Dave', 'Central Cee']",Sprinter,2023-06-01,1,229133,97
Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,16,165671,92
WHERE SHE GOES,['Bad Bunny'],WHERE SHE GOES,2023-05-18,1,231704,98
DELRESTO (ECHOES),['Travis Scott'],UTOPIA,2023-07-28,19,274137,86
La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,2,234352,98
un x100to,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,1,194563,98
MODERN JAM,['Travis Scott'],UTOPIA,2023-07-28,19,255412,87
TELEKINESIS,['Travis Scott'],UTOPIA,2023-07-28,19,353754,85
SIRENS,['Travis Scott'],UTOPIA,2023-07-28,19,204447,86
Daylight,['David Kushner'],Daylight,2023-04-14,1,212953,98
Flowers,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,13,200600,89
As It Was,['Harry Styles'],Harry's House,2022-05-20,13,167303,93
GOD'S COUNTRY,['Travis Scott'],UTOPIA,2023-07-28,19,127991,86
Kill Bill,['SZA'],SOS,2022-12-08,23,153946,94
LADY GAGA,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,17,212878,94
Cupid - Twin Ver.,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,3,174253,97
CIRCUS MAXIMUS,['Travis Scott'],UTOPIA,2023-07-28,19,258842,85
SKITZO,['Travis Scott'],UTOPIA,2023-07-28,19,366592,84
I Wanna Be Yours,['Arctic Monkeys'],AM,2013-09-09,12,183956,95
Classy 101,"['Feid', 'Young Miko']",Classy 101,2023-03-31,1,195986,96
TIL FURTHER NOTICE,['Travis Scott'],UTOPIA,2023-07-28,19,314836,84
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,1,215466,93
SABOR FRESA,['Fuerza Regida'],SABOR FRESA,2023-06-22,1,156500,94
TULUM,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,17,209415,92
BESO,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,3,194543,94
Last Night,['Morgan Wallen'],One Thing At A Time,2023-03-03,36,163854,89
Like Crazy,['Jimin'],FACE,2023-03-24,6,212241,96
Chemical,['Post Malone'],Chemical,2023-04-14,1,184013,91
LOOOVE,['Travis Scott'],UTOPIA,2023-07-28,19,226715,83
LOST FOREVER,['Travis Scott'],UTOPIA,2023-07-28,19,163071,83
Speed Drive (From Barbie The Album),['Charli XCX'],Speed Drive (From Barbie The Album),2023-06-29,1,117809,87
Frágil,"['Yahritza Y Su Esencia', 'Grupo Frontera']",Frágil,2023-04-07,1,160517,93
Seven (feat. Latto) (Explicit Ver.),"['Jung Kook', 'Latto']",Seven (feat. Latto),2023-07-14,3,184400,100
"What Was I Made For? [From The Motion Picture ""Barbie""]",['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,1,222369,95
LALA,['Myke Towers'],LA VIDA ES UNA,2023-03-23,23,197920,99
MELTDOWN (feat. Drake),"['Travis Scott', 'Drake']",UTOPIA,2023-07-28,19,246133,89
FE!N (feat. Playboi Carti),"['Travis Scott', 'Playboi Carti']",UTOPIA,2023-07-28,19,191700,89
Dance The Night (From Barbie The Album),['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,1,176579,96
Barbie World (with Aqua) [From Barbie The Album],"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,1,109750,94
K-POP,"['Travis Scott', 'Bad Bunny', 'The Weeknd']",K-POP,2023-07-21,1,185220,92
Cruel Summer,['Taylor Swift'],Lover,2019-08-23,18,178426,99
